ID,Title,Desc,Type,BodyPart,Equipment,Level,Rating
2412,Sprinter burpee,Burpee with a sprinting motion incorporated into the movement for cardiovascular and lower body conditioning.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2413,Shuttle run training,"Shuttle run training is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2414,Medicine ball ninja,"The medicine ball ninja is a dynamic medicine ball movement that challenges both the upper and lower body, while also elevating the heart rate. It's a great movement to include in medicine ball or bodyweight circuit training to increase fatigue and burn serious calories while hammering the muscles of the legs.",Plyometrics,Quadriceps,Medicine Ball,Intermediate,0.0
2415,FYR Air Ball Plus Medicine Ball Jumping Sprawl,"The medicine ball air ball to jumping sprawl is a series of bodyweight and medicine ball movement strung together into a single sequence. They collectively target virtually every muscle in the body, as well as seriously challenging the cardiovascular system. It can be a single-movement workout if done for high reps, or part of a larger circuit workout.",Strength,Quadriceps,Medicine Ball,Intermediate,3.0
2416,Medicine ball cowboy squat,"The medicine ball cowboy squat is an explosive exercise targeting the lower body, although several upper-body muscles play important supporting roles. The move involves performing jumping squats while holding a medicine ball overhead. It's commonly performed as part of a bodyweight and medicine ball circuit focused on fat loss or athleticism.",Strength,Quadriceps,Medicine Ball,Intermediate,3.0
2417,Medicine ball jumping jill,"The medicine ball jumping jill is an explosive medicine ball exercise that is similar to a jumping jack but performed holding a medicine ball between the hands. It can be performed for time or reps in a dynamic warm-up or fat-loss or conditioning circuit, usually paired with other bodyweight or medicine ball movements.",Strength,Quadriceps,Medicine Ball,Intermediate,3.0
2418,Alternate Leg Diagonal Bound,Explosive bounding movement emphasizing unilateral lower body power and agility.,Plyometrics,Quadriceps,Body Only,Beginner,6.9
2419,Sit Squats,"Squat variation performed from a seated position, targeting the lower body muscles.",Stretching,Quadriceps,Body Only,Beginner,6.1
2420,Frog Hops,"Hopping movement imitating a frog's motion, targeting lower body muscles and enhancing agility.",Stretching,Quadriceps,Body Only,Beginner,3.9
2421,Dumbbell lateral hop to sprint,"The dumbbell lateral hop to sprint is a multi-part explosive exercise combining weighted hops with weighted sprinting. Adding dumbbells adds a challenge to the core and shoulders. Because balance can be a challenge, it is usually performed with relatively light weights, often as a component of fat-loss or athletic training.",Plyometrics,Quadriceps,Body Only,Intermediate,0.0
2422,Smith machine lunge sprint,"The Smith machine lunge sprint is a lower-body power exercise performed with the bar of a Smith machine on the back. It is similar to an alternating jump lunge or ""scissor lunge,"" but with added weight. The contained bar of the Smith machine makes it safer and less of a balance challenge than using a free weight.",Strength,Quadriceps,Body Only,Intermediate,0.0
2423,Sissy squat,"The sissy squat is a bodyweight squat variation that involves letting the knees travel far over the toes, placing an extreme stretch on the quads. This movement targets the quad muscles directly and can be performed in partial or full ranges of motion based on knee health and pain.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2424,Wall ball toss,"The wall ball toss is an explosive full-body exercise utilizing a medicine ball. It involves squatting down, then explosively pressing a weighted ball into the air and catching it on a bounce off of a vertical surface. It is common in CrossFit workouts and can be performed for time or reps.",Plyometrics,Quadriceps,Exercise Ball,Intermediate,8.0
2425,Bosu Ball Squat,Squat variation performed on a Bosu ball to challenge balance and stability while targeting lower body muscles.,Strength,Quadriceps,Exercise Ball,Beginner,0.0
2426,Exercise ball Bulgarian split squat,"The exercise ball Bulgarian split squat is an exercise that builds the quads, hamstrings, and glutes one leg at a time. The exercise ball is used to support the trailing shin and foot. Due to the balance challenge, this version of the split squat is usually performed for moderate to high reps with body weight only or light weights in the hands. If balance is a problem, you can stick the ball in the corner of a room while performing the exercise.",Strength,Quadriceps,Exercise Ball,Intermediate,7.28888888888889
2427,Internal Rotation with Band,Resistance exercise targeting internal shoulder rotation using a resistance band.,Strength,Shoulders,Bands,Beginner,8.3
2428,Band Pull Apart,"The band pull-apart is an exercise targeting the upper back muscles, including the trapezius, rear delts, and rhomboids. The band creates dynamic tension, allowing you to really focus on contracting these muscles, making it a great activation drill prior to upper-body lifting.",Strength,Shoulders,Bands,Intermediate,8.2
2429,Back Flyes - With Bands,Exercise targeting the muscles of the upper back using resistance bands.,Strength,Shoulders,Bands,Beginner,8.1
2430,Lateral Raise - With Bands,Shoulder exercise involving raising the arms to the side against resistance from bands.,Strength,Shoulders,Bands,Beginner,7.9
2431,Shoulder Press - With Bands,Shoulder exercise involving pressing weight overhead against resistance from bands.,Strength,Shoulders,Bands,Beginner,7.6
2432,External Rotation with Band,Resistance exercise targeting external shoulder rotation using a resistance band.,Strength,Shoulders,Bands,Beginner,0.0
2433,FYR Band Pull-Apart,Shoulder exercise involving pulling a resistance band apart to activate the rear deltoids.,Strength,Shoulders,Bands,Intermediate,8.2
2434,HM Lateral Raise,Lateral raise exercise targeting the shoulder muscles.,Strength,Shoulders,Bands,Intermediate,8.2
2435,Rusin Banded Over-And-Back,Shoulder exercise involving pulling a resistance band over and behind the head.,Strength,Shoulders,Bands,Intermediate,8.2
2436,Rusin Banded Face Pull,Exercise targeting the muscles of the upper back and shoulders using a resistance band.,Strength,Shoulders,Bands,Intermediate,8.2
2437,UP Band Pull-Apart,Resistance exercise involving pulling a resistance band apart to target the muscles of the upper back and shoulders.,Strength,Shoulders,Bands,Intermediate,8.2
2438,Jordan Shallow Band-Resisted Thread the Needle,Exercise involving threading a resistance band through the arms to target shoulder stability and mobility.,Strength,Shoulders,Bands,Intermediate,8.200000000000001
2439,30 Shoulders Seated Banded Barbell Shoulder Press,Shoulder press exercise performed while seated and using a resistance band and barbell for added resistance.,Strength,Shoulders,Bands,Intermediate,8.200000000000001
2440,Band shoulder press,"The band shoulder press is a deltoid exercise and an alternative to the classic dumbbell shoulder press. The dynamic tension of the band forces the core to stabilize the body and more closely matches the strength curve of the shoulder press. It can be performed in low reps, such as 5-8 reps per set, to build shoulder strength, or for higher reps to build muscle and for conditioning. It can work as the main focus of a shoulder day but is also popular as an accessory movement to the bench press or barbell military press.",Strength,Shoulders,Bands,Intermediate,8.2
2441,Band lateral raise,"The band lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a variation of the dumbbell lateral raise, a staple strength-training move. The band lateral raise is a great option for warm-up or accessory work on upper-body training days. The dynamic tension of the band provides constant tension and matches the strength curve of the movement. It is usually performed for moderate to high reps, at least 8-12 reps, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Bands,Intermediate,8.2
2442,Band upright row,"The band upright row is a popular movement for building stronger and bigger traps and shoulders and similar to the dumbbell upright row. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. Using the band provides dynamic resistance and is easier on the shoulder than using a barbell. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Shoulders,Bands,Intermediate,8.2
2443,Staggered-stance band shoulder press,"The staggered-stance band shoulder press is a deltoid exercise and a variation of the band shoulder press. The dynamic tension of the band forces the core to stabilize the body, and the staggered-stance provides more stability and relieves tension on the back. It can be performed in low reps, such as 5-8 reps per set, to build shoulder strength, or for higher reps to build muscle and for conditioning. It can work as the main focus of a shoulder day but is also popular as an accessory movement to the bench press or barbell military press.",Strength,Shoulders,Bands,Intermediate,8.2
2444,Single-arm banded landmine press,"The single-arm banded landmine press is an upper-body exercise that uses an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The band adds constant tension and dynamic resistance to the exercise. The movement focuses primarily on the muscles of the shoulders or deltoids and can be trained in traditional muscle and strength-focused rep ranges or for higher reps.",Strength,Shoulders,Bands,Intermediate,8.2
2445,Band front raise rear fly row combo,"The band front raise rear fly row combo is a combination of three different shoulder exercises to build and strengthen the anterior, middle deltoids, and posterior portions of the shoulders. It requires a continuous loop band to provide constant, dynamic tension throughout the movement. In addition to the front and rear delts, this exercise works the arms, chest, back, and core, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day.",Strength,Shoulders,Bands,Intermediate,8.2
2446,Jordan Shallow Foam Roller Thoracic Extension,Exercise involving thoracic spine extension using a foam roller for mobility and flexibility.,Strength,Shoulders,Foam Roll,Intermediate,5.5125
2447,Jordan Shallow Thread the Needle (with Foam Roller),Exercise involving threading the arm through a foam roller to enhance shoulder mobility and stability.,Strength,Shoulders,Foam Roll,Intermediate,5.512499999999999
2448,Clean and press,"The clean and press is a full-body lift comprised of two movements: the clean, where the bar is pulled from the floor and caught in the front rack position in three pulls or phases, followed by the overhead press. Decades ago, it was contested in the Olympics. Today, it remains a worthy centerpiece of a power and strength training program, and has full-body benefits when done for low reps as well as moderate to high reps.",Strength,Shoulders,Barbell,Intermediate,9.4
